Word,Riddle,Class
carpet,"I lie a lot, and have to be removed to move. Lots of people love me and love my lies. I am very soft and many things get lost in me.  What am I?",what am i
canvas,"When I'm new, I'm worthless. After I'm old and used, I'm worth hundreds, thousands, and millions. What am I?",what am i
key,"What force and strength cannot get through, I with a gentle touch can do. And many in the street would stand, were I not a friend at hand.What am I?",what am i
yawn,"I herald the darkness which descends on all creatures;   You will know my approach by moans and wracked features.    I visit the hippo, hyena, and horse,  But never go near snails and spiders, of course.    I would circle the glove, leaping one to the other,  Should all the world's people ever clasp hands together.    What am I?",what am i
feast,"I'm a word meaning eating well, but when one letter goes missing I mean starvation. What am I?",what am i
heaven,You can't see me when you're alive.But you might when you die.I am the home of the creator.But do I really exist?  What am I?,what am i
humanity,"I am a big threat to humanity,but you wouldn't get rid of me even if you could.What am I?",what am i
sign,"You can get fooled by me and you have no clue what you are doing, you can see them day and night.  What am I?",what am i
highlighter,I make obvious what you covered up.  What am I?,what am i
diamond,"Under pressure is the only way I work, and by myself is the only way I am hurt.  What am I?",what am i
deal,"I can be flipped and broken but I never move. I can be closed, and opened, and sometimes removed. I am sealed by hands. What am I?",what am i
peanut,"A structure with two occupants, sometimes one, rarely three. Break the walls, eat the boarders, then throw away me. What am I?",what am i
policecar,I am black and white and full of fuzz what am i ??,what am i
towel,I get wet when drying. I get dirty when wiping. What am I?,what am i
clouds,"I fly without wings, I cry without eyes. What am I?",what am i
mercury,"I'm a god, a planet, and measurer of heat.   Who am I?",who am i
church,The head is the tail and tail is the head andyour in the middle.   What is it?,what is it
rocking horse,"I have legs, but won't walkA mouth that will not talkWoodland home, lost to meStabled now, in nurseryMade to move, but must stayYou won't hear me say nay.What am I?",what am i
egg,I cannot be used until I have been broken. What am I?,what am i
vampire,I await the fall of night  To give my victims a painful bite  But I hide when light's avast  The darknesses clutches hold me fast     What am I?,what am i
money,"I have four characteristics, durability, divisibility, transportability and non counterfeitability. What am I?",what am i
rake,"You treat me like I'm nothing, Like I'm some kind of jerk; You always have to use my teeth.To do your dirty work. You drag me around the yard.Holding me by the spine; You make me clean up a mess.That surely isn't mine. What am I?",what am i
cemetery,Covered in stone and sun. It's home to many but also none. What is it?,what is it
centipede,"For it dies a hundred feet up in the air and its back on the ground, what is it?",what is it
skull,I do not have eyes but I once could see. I used to have thoughts but now I'm empty. What am I?,what am i
ocean,"Many-manned scud-thumper, Maker of worn wood, Shrub-ruster, Sky-mocker, Rave! Portly pusher, Wind-slave. What am I?",what am i
mirror,"What is it that is deaf, dumb and blind and always tells the truth?",what is it
appendix,Found at the back of the book. What am I?,what am i
human being,"My first, the making of mistakes is ensuring.My second, for a mortal, is death deferring.My whole is of a species, ages enduring. What am I?",what am i
cantaloupe,I am a melon that is orange on the inside with lots of seeds. I smell very sweet. My vitamin A helps to give you strong bones. What am I?,what am i
post,"I sit high glowing and watch the world go by, without me everything would seem dull and dangerous.   What am i?",what am i
cheeks,I am pinched by grandmas. What am I?,what am i
basketball,"I rise, I fall. You can touch me, But you don't want to carry me. You can shoot me, But I most certainly won't die.  What am I?",what am i
smoke,"I am the black child of a white father, a wingless bird, flying even to the clouds of heaven. I give birth to tears of mourning in pupils that meet me, even though there is no cause for grief, and at once on my birth I am dissolved into air. Who am I?",who am i
lightning bolt,"I will scare your animals, and steal the dark.  I come and go making my mark.  I am hot to the touch, but men say i am cool.  I cannot be harnessed, i am no man's tool.  What am I?",what am i
cone,"I'm best when it is hot outside. You just might find me on your next ride. If you wear me, I have no pride. What am I?",what am i
past,"Though in theory I am always behind you, I am also around to  remind you. But in case it's your way to give me too much  .say, I can hamper or, even worse, blind you.  What am I?",what am i
piano,"I am full of keys, but I cannot open any door. What am I?",what am i
lunar cycle,"I have existed for centuries, but last only a month.  What am I?",what am i
Shakespeare,"My first is a very uncomfortable state, In cold weather it mostly abounds. My second's an instrument formed of hard steel, That will cause the stout foe to stagger and reel, And when used, is a symptom of hate. My whole is an author of greatest renown, Whose fame to the last day of time will go down. Who am I?",who am i
hurricane,"I have an eye in the middle of me, but as you see, I cannot see. I am dark and not far away. You don't see me every day. I am not night and I am not bright. I can have twists and water and scares. What am I?",what am i
silence,Everyone in the world break me when they speak every time. Who am I?,who am i
