Word,PQConcepts,GoldRiddle,mFLAG,GenRiddle
guillotine,[],Hickory-Dickory-Dock!   The mouse ran up the clock.    The clock struck one   and down did come.    Hickory-Dickory-Dock!    What am I?," I am a tool of death, sharp and swift, My name derived from a Frenchman's gift, With a single chop, I'll end your life, but to some, I bring an end to strife.  With a heavy weight and a rope so fine, My executioner's job is not benign.  Some call me cruel, call me mean, but without me, a gruesome hour.","

I am a tool of death, sharp and swift,
My name derived from a Frenchman's gift,
With a single chop, I'll end your life,
But to some, I bring an end to strife.

My blade falls fast, a final blow,
Yet some believe I bring justice to show.
A symbol of revolution and power,
But to others, a gruesome hour.

With a heavy weight and a rope so fine,
My executioner's job is not benign.
My victims scream, as their heads fall,
Yet to some, my purpose they applaud.

Some call me cruel, call me mean,
But without me, a"
A window.,[],"Almost everyone sees me without noticing me, For what is beyond is what he or she seeks. What am I?"," It gives light but has no sunshine, It's clear yet holds a view divine, A frame for the world but no door, A gateway to outside and more, What am I, this pane with a view? A portal for dreams to come true. ","

It gives light but has no sunshine,
It's clear yet holds a view divine,
A frame for the world but no door,
A gateway to outside and more,
What am I, this pane with a view?
A portal for dreams to come true. "
sliver,"['divide', 'splinter']",Your go into the forest and get me you sit down to find me and our leave because you cant find me.  What am I?," I am a fraction of a whole, Divided and separated, I stroll, A mere sliver of what used to be, A small splinter, yet still visually appealing to see.","

I am a fraction of a whole,
Divided and separated, I stroll,
A mere sliver of what used to be,
A small splinter, yet still visually appealing to see."
sponge,"['erase', 'delete']",I am full of holes but I can still hold water. What am I?," My touch is gentle, my impact small But I can make marks disappear, one and all Though I may seem soft and round I have the power to erase, with a simple sound What am I, that can wipe a slate clean And leave no trace of what has been?","

My touch is gentle, my impact small
But I can make marks disappear, one and all
Though I may seem soft and round
I have the power to erase, with a simple sound
What am I, that can wipe a slate clean
And leave no trace of what has been?"
mailbox,"['a container for letters', 'a post office', 'an apartment complex', 'get your mail', 'post box', 'receiving letters', 'receiving mail', 'send letters', 'sending packages']","They fill me up and you empty me, almost everyday; if you raise my arm, I work the opposite way. What am I?","  ""I am found in front of your door, a container for letters galore. A post office in miniature, where messages come and depart for sure.  Sometimes I stand alone, just like an apartment complex.","


""I am found in front of your door,
a container for letters galore.
A post office in miniature,
where messages come and depart for sure.

Sometimes I stand alone,
just like an apartment complex known.
But don't be shy, come and get your mail,
I'll make sure it's safe and won't fail."""
anchor,['hook'],You throw me out when you use me and take me in when you are done what am i?,"I am the steadfast and unyielding anchor, a sailor's rock. I hold steady, keeping you in place, without me, the ocean would be your endless chase. ́","

I am heavy and strong with a pointy hook,
But without me, your ship may go for a look.
I hold steady, keeping you in place,
Without me, the ocean would be your endless chase.
What am I, with a grip that's primed to lock?
I am the steadfast and unyielding anchor, a sailor's rock. "
tree,"['a forest', 'a tree', 'branches', 'branch']","My rings tell such a story.Of years past with gracious glory.Where I live is where I stay.From that spot I cannot stray.From my home man taketh me.So they can erect another home, you see.Many others bore into my sides.These things that crawl and things that glide.I weep with beauty or stand with grace.Every year I shed myself to nourish my place. What am I?"," I am tall and strong, in a forest I belong, My trunk stands proud, my branches spread out, Many others like me, in this greenery you see, I am a symbol of life, a tree I might be.","

I am tall and strong, in a forest I belong,
My trunk stands proud, my branches spread out,
Many others like me, in this greenery you see,
I am a symbol of life, a tree I might be."
moon,"['Moon', 'a sphere', 'earth', 'orbit around the earth', 'satellite', 'orbit']","im white im round, but im not always around,  im light, im dark, sometimes im both,  everybody wants to walk on me,but only few happy feet ever have    What am i?"," I am a heavenly body, bright and white,  A sphere that orbits nearby every night.  Though I seem to shine on my own,  My real light is just a reflection.  I have a strong pull on the earth's sea,  And impact the tides, can you guess me?","

I am a heavenly body, bright and white, 
A sphere that orbits nearby every night. 
Though I seem to shine on my own, 
My real light is just a reflection shown. 
I have a strong pull on the earth's sea, 
And impact the tides, can you guess me?"
dream,"['fall asleep', 'fantasy', 'fantasie', 'fantasize']","I'll amuse you for an entire evening, But you won't remember me. What am I?"," ""I am what you do before you fall asleep, A world of fantasy for you to keep, In your mind, I can make anything seem, A place where you can endlessly dream.""","

""I am what you do before you fall asleep,
A world of fantasy for you to keep,
In your mind, I can make anything seem,
A place where you can endlessly dream."""
onion,[],"Those who prepare me can lift me, grip me, and chop off my head, bite my bare body, and tear me apart. I won't bite a person unless that person bites me; although there are many people who bite me. What am I?"," I am a root, but not underground My layers are stacked and can be found I make you tear and add flavor too But when cut, I reveal my rings of blue","

I am a root, but not underground
My layers are stacked and can be found
I make you tear and add flavor too
But when cut, I reveal my rings of blue"
vending machine,[],"You walked one day down the street.   You found something that was worth something.   You made sure you didn't lose it.   It has color , size and shape.    Everyone of them is different.   You enjoy it a lot.   You like it and you count it over and over. What am I ?"," am a machine that stands tall and bright Stocked with goodies from left to right My buttons, they shine with numbers and letters Press them right to get what you're after  Students flock to me on breaks and lunches Craving snacks, they know I won't make them pay in bunches Insert your coins, hear the clink and the whirr Out comes your treat, in a quick blur  But watch out, for not all is what it seems If you're not careful, I'll take all your means So choose wisely, my dear little friend Or your budget might reach","
I am a machine that stands tall and bright
Stocked with goodies from left to right
My buttons, they shine with numbers and letters
Press them right to get what you're after

Students flock to me on breaks and lunches
Craving snacks, they know I won't make them pay in bunches
Insert your coins, hear the clink and the whirr
Out comes your treat, in a quick blur

But watch out, for not all is what it seems
If you're not careful, I'll take all your means
So choose wisely, my dear little friend
Or your budget might reach"
