Words,DFSConcepts,GoldRiddle,GenRiddle
feather,"['tickle someone', 'bird', 'animal', 'a feather']",I am the outstretched fingers that seize and hold the wind. Wisdom flows from me in other hands. Upon me are sweet dreams dreamt. My merest touch brings laughter. What am I?,"

Soft and delicate, yet full of might
A weapon for birds to take flight
But if you dare to use it to tickle
You may find yourself in quite a pickle. 
What am I?"
snail,['shell'],I have a foot but no legs. What am I?,"

I have a home on my back, 
But I don't have a pack. 
I'm not fast, I'm not light, 
But I won't give up without a fight. 
What am I, you might hail? 
That's right, I'm a tiny snail."
phone,['a desk'],"You answer me, although I never ask you questions. What am I?","

I sit upon a desk all day long,
But I'm not an item, oh no not quite!
I have a number, could be short or long,
And you might even take me at night."
statue,"['person', 'human', 'the school', 'homes', 'home', 'house', 'a house', 'place', 'a place', 'cross a street', 'wind clock', 'liberty', 'freedom', 'a belief', 'a universal right']","They say the eyes are windows to your soul, But yet I had no soul, Through time to time I always stand tall, An immortal, Nothing could move me, If I could, I would run as fast as I could, Feeling the wind carry me beneath my feet, But alas, I can not, The Medusa's Curse What am I?","

I am a person, but I can't move or speak
Some call me human, others call me unique
I stand in the school, or sometimes in homes
Some see me as art, others see me as stone"
egg,"['chicken', 'bird', 'animal', 'hen', 'oval']",Ice melts when heated up. But I solidify when I'm heated up. What am I?,"

I am a symbol of birth,
Laid by a hen upon the earth.
From a bird, I do come,
But all alone, I am just one.
What am I?"
Hurricane,[],I have an eye but cannot see.  I am stronger and faster then any man alive but have no limbs.   What am I?,"
I am a force of nature, wild and swift
My power is feared, my destruction is swift
I start in the ocean, but move on land
Leaving behind chaos, as I make my stand
What am I? A force that's never tame
I am feared and respected, I am a ________."
human heart,[],"It is Cold and it is Hot,  It is White and it is Dark,  It is Stone and it is Wax,  Its true nature is Flesh,  And its color is Red.    What am I?","

""I am the core of your being, pumping strong with every beat.
I hold secrets, emotions, and love, without me you'd surely deplete.
What am I, that keeps you alive, though invisible from the start?
It's a mystery, but one thing's for sure, I am the mighty human heart."""
top,[],I am present in a laptop. I am also a human's t-shirt. I have the highest mark in class. I am usually described as something above. What am I?,"

I have a head and a bottom, but no arms or legs. What am I? "
nike,['Nike'],"I am a tick, I am usually black or white, You will find me on many clothing, People think I am cool.What am I?","

I am a brand that's famously known,  
Associated with a swoosh that's shown.  
From shoes to clothes, I've got you covered,  
My name is simple, ending in ""ike"", I'm surely loved and adored by all,  
Goddess of victory, can you recall?  
What am I?"
traffic light,[],"I stare at you, you stare at me. I have three eyes, yet can't see. Every time I blink, I give you commands. You do as you are told, with your feet and hands. What am I?","

I help you go and help you stop,
With glows of red, yellow, and green on top.
Some curse me when they see me turn red,
But it's for safety that I make them tread.
What am I?"
anchor,[],I keep boats from moving through the water. What am I?,"

I'm heavy and hold things down,
In the ocean I can be found,
But on a ship I am most seen,
What am I? Solve the mystery of the _______."
air,"['a gas', 'oxygen', 'an element']","I'm in every room, yet outside. I move at different paces, but you never see me moving. Where ever I am its crowded, but when your there you don't see or feel anyone. If you try to hit me you always miss, yet you always feel me. You need me to live, but I cause disasters. What am I?","

I am a gas, but I'm not just any.
I'm essential for life, I'll give you a hand.
I'm one of the elements, that makes up this earth,
Without me, your breath would never give birth.
What am I?"
phonebook,[],"A book once owned by the wealthy, now rare to find. Never for sale and often left behind. What am I?","

I contain numbers and names galore,
But no need for a pencil, pen, or more,
Look me up when a number you seek,
In me, each contact is neatly lined and sleek.

What am I?"
christmas tree,[],"My born colors are mint and cherry, usually I am covered with bright orbs and lights off fireworks circling me, what am I?","

I'm a symbol of the holidays,
Covered in lights and shining bright,
Decorated to bring joy and glee,
Can you guess what I might be?"
age,"['old', 'years']","Those who have it least don't know that they have it.  Those who have it most wish they had less of it, but not too little or none at all.  What is it?","

I am something that grows, yet never shows my face
I'm measured in numbers, but don't occupy a place
I can make you wise, or make your body frail
Some embrace me with joy, while others do wail
What am I? It's simple, I'm just a four-letter word
But to some, I am feared and to others, I am preferred. "
lie,"['you get caught', 'protect someone']","I'm sometimes white, and always wrong. I can break a heart and hurt the strong. I can build love and tear it down. I can make a smile, but more often bring a frown. What am I?","

I am a tricky word, often used to deceive,
But when you get caught, I'm hard to retrieve,
I may be used to protect someone dear,
But be careful, for my consequences are here."
pencil,"['write something on paper', 'a pencil-case']","As a stone inside a tree, I'll help your words outlive thee. But if you push me as I stand, the more I move the less I am.What am I?","

I'm used to write something on paper,
Sometimes I'm sharp, sometimes I'm taper.
I'm often found in a case so neat,
Without me, your words couldn't compete. 

What am I?"
frog,['a pond'],I have a puppet thatrhymes with dog.It is a little green And sits on a log!What is it?,"

I croak and leap in a watery place,
My skin is slimy, yet I have grace,
If you come to my home, you'll surely see,
A tiny green creature, that's me."
myself,[],Not my sister nor my brother but still the child of my mother and father. Who am I?,"

I am unique in all I do,
My name is what I am to you.
I am part of you, I am part of mine,
Without me, your life would be a bind."
pillow,"['a bedroom', 'sleeping', 'closing your eyes', 'snoring', 'sleep', 'you dream', 'close your eyes', 'you wake up']","I get squished, smoothed out. In the morning I feel 3 pounds lighter, I get hot when being all smothered with filthy skin. Please take a shower before you use me. What am I?","

In a quiet bedroom, I rest my head,
I'm soft and fluffy when it's time for bed.
I help with sleeping and closing your eyes,
But beware, my presence may induce some snores and sighs. 
What am I?"
paper,"['writing', 'pen', 'an office', 'a pocket', 'sheet', 'covering bed']",I sometimes have paint put on me but I'm not a wall. I come from trees but I'm not a fruit. I get put in a printer but I'm not ink. What am I?,"

I am paper, so plain and white
In an office, I'm quite a sight
With a pen in hand, I come alive
For writing on me is how you thrive

In a pocket, I may be found
Ready to capture thoughts profound
From notes to doodles, I hold it all
The tool of choice for writing small"
roads,"['branch off', 'road', 'street', 'the street']",I run in and out of town all day and night but I never get tired.   What am I?,"

I branch off and twist and wind, 
But finding your way is not a grind.
Some say they're long and some say they're short, 
But always lead to a main transport. 
I am often traveled by foot or car, 
A necessary path both near and far. 
From highways to lanes, I come in many modes, 
Can you guess my name? It's a common spoke among roads."
