Word,PQConcepts,GenRiddle,mFlag,GoldRiddle
dreams,"['dream', 'dremes', 'live in the dreamer', 'lucid']","

I am an ethereal realm,
Where reality blurs and time stands still.
A place where anything can seem,
For I am where your mind wills.

I am a world of endless scenes,
Filled with wonders beyond belief.
But only for those who understand,
The power of belief.

Some call me mere fantasies,
But to those who truly see,
I am a realm of endless possibilities,
Where you can truly be free.

Some call me dremes or dreams,
But in truth, I am much more.
For I am where the dreamer lives,
In a state of lucid lore.

So close your eyes and let","Some call me dremes or dreams, but in truth, I am much more.For I am where the dreamer lives,In a state of suspended animation.","I come in darkness, but fill the mind with light.   I bring enlightenment to some, while gripping others in the hand of fear.   With me it can be a journey of inexplicable joy and sorrow.   What I will show you will often be unreachable.   Journey with me and what you see may haunt you.   Journey with me and you may never want to return home.   Journey with me and you will never know when it will end.   What am I?"
ace,[],"

I am the first but not the end,
I am often found in a deck of cards so blend,
With a sharp point, I am a symbol of power,
My value, in some games, can change by the hour.

What am I? A master of cards, they say,
Strike me down, and you'll have luck on your way,
But choose me wrong, and you'll lose it all,
Oh, how I rule over the game with my call.

I am a solitary figure, without a soul,
But in games, I am the one who controls,
My name, a single letter, in a sea of","What am I? A master of cards, they say, strike me down, and you'll lose it all,Oh, how I rule over the game with my call.I am a solitary figure, without a soul, but in games, I am the one who controls,My name, a single letter, in a sea of","Kings and queens may cling to power, and the jesters may have their call. I am the most common but I can rule them all. What am I?"
snake,"['Hydra', 'Snake', 'The Amazon', 'a cage', 'a ditch', 'a feild', 'a field', 'a garden', 'a hole in the ground', 'a tropical forest', 'creeks', 'Creeks', 'creek', 'pet shops']","

I am a creature of legend, with many heads to tame
Found in the depths of the Amazon, where I make a name
Catch me if you can, in my deadly cage
But beware, for my venomous bite will leave you in a rage
A beast of myth, but also quite real
My name is synonymous with danger, can you guess the deal?
Hydra may be my cousin, but I hold my own
Sssslithering through the Amazon, the mighty snake is known. 
"," is a creature of legend, with many heads to tameFound in the depths of the Amazon, where I make a nameCatch me if you can, in my deadly cageBut beware, for my venomous bite will set you off. ","When I move, I tip the scales. I am the source of many tales. Around your foot, a sign of wealth. Around a stick, a sign of health. Around your chest, your final breath. On your neck, say hi to death. What am I?"
sheep,"['animal', 'a zoo', 'an animal']","

I am an animal that grazes,
In a zoo, I may be found in cages.
With woolly fur and gentle bleats,
I am known to follow a shepherd's feats.
Kids love to count me as they fall asleep,
In a pen, I huddle in a herd so deep.
What am I, a creature so meek?
An animal with hooves, I'm a sheep.","What am I, a creature so meek?An animal with hooves, I'm a sheep.With woolly fur and gentle bleats,I am known to run amok.","Its fleece is warm and wooly white. And when you lie awake at night, count it and you'll fall asleep. What is it?"
bird,"['a bird', 'a tree', 'animal', 'flying', 'flight']","

I soar through the sky without a sound,
My home is high up in the trees I've found.
I'm a creature of grace, with feathers so white,
But if you come near, I'll take flight in fright.
Am I an animal? Some may say,
But to me, I'm simply a bird every day."," soar through the sky without a sound,My home is high up in the trees I've found.I'm a bird of prey, but if you come near, I'll take flight in fright.","I grow in trees, eat living things but have no teeth and give birth to something that looks nothing like me. What am I?"
yawn,['reflex'],"

What starts with a ""y"" and ends with an ""n"",
It can happen when you're bored or tired, again and again.
It's not a choice, but a reflex instead,
Sometimes contagious, even in bed.
What am I talking about, can you guess?
It's a simple action, that we all possess.","What am I talking about, can you guess?It's a simple action, that we all have, it can happen when you're bored or tired, again and again.It's not a choice, but a reflex instead,Sometimes contagious, even in bed.","I herald the darkness which descends on all creatures; You will know my approach by moans and wracked features. I visit the hippo, hyena, and horse, But never go near snails and spiders, of course. I would circle the globe, leaping one to the other, Should all the world's people ever clasp hands together. What am I?"
Fire,[],"

""I am bright and hot, but can quickly turn cold,
My touch can bring warmth, yet make you feel old.
I dance and flicker, but never truly die,
Some call me a symbol, others a dangerous lie.
I am both a friend and a foe in this world we roam,
With just a touch, I can destroy your home.
What am I, this element so dire?
A force of nature, I am known as fire.""","I am bright and hot, but can quickly turn cold,My touch can warm your heart, yet make you feel cold.I dance and flicker, but never truly die,Some call me a symbol, others a dangerous lie.","I eat, I live. I breathe, I live. I drink, I die. What am I?"
goblins,"['goblin', 'folklore']","

I'm small and mischievous, yet feared throughout the land
In tales and legends, I always lend a hand
Some see me as a foe, others a friend
In folklore and myths, my story never ends
What am I, in goblin lore?
A creature many fear, but nevermore?","'m small and mischievous, yet feared throughout the landIn tales and legends, I always pitch inSome see me as a foe, others a friendIn folklore and myths, my story never endsWhat am I, in goblin lore?A creature many fear, but nevermore?","In caves of mold, in depths untold. We harvest a crop of silver and gold. Lacking in light, we seek to fight. We vanquish our foes, though terrible in might. What is it?"
pearl,"['an oyster', 'drop', 'inci', 'jewel', 'bejewel', '201682580-v', 'bedeck']","

In an oyster's embrace, I am born
A single drop, from seas adorn
With an inci-dent so rare and fine
I become a jewel of divine design."," an oyster's embrace, I am bornA single drop, from seas adornWith an inci-dent so rare and fineI rise a jewel of divine design.","I live in water If you cut my head I'm at your door, If you cut my tail I'm fruit, If you cut both I'm with you What am I?"
birthday,"['age', 'birthdays', 'bake a cake']","

What comes once a year, adding to your age?
Some may fear, but many engage.
A day of celebration, just for you,
But you can't escape the fact that it's true.
To mark the day you came to Earth,
With presents, balloons, and lots of mirth.
Just make sure to blow out the candles in one take,
For it wouldn't be a proper birthday without a cake.","To mark the day you came to Earth,With presents, balloons, and lots of mirth.Just make sure to blow out the candles in one fell swoop,For it wouldn't be a proper birthday without a cake.","You get many of me, but never enough.    After the last one, your life soon will snuff.    You may have one of me but one day a year,   When the last one is gone, your life disappears.     What am I?"
